Country,7-Day RMSE
Vietnam,4.88043705452142
Thailand,0.35329709447683255
India,0.12108630379152888
Philippines,0.34081295897033653
Indonesia,6.961541057650339
Malaysia,2.3788272781080653
Japan,0.06408137849367222
"Korea, South",0.06808862341552781
Bangladesh,3.732952331964042
Pakistan,2.0125393786597927
