Country,RMSE
Vietnam,0.3323339221613419
Thailand,1.4843853776540505
India,0.22324722988723214
Philippines,0.10714237015285993
Indonesia,0.11520437994533651
Malaysia,1.447209824367026
Japan,0.13738938178397977
"Korea, South",0.028978247610758574
Bangladesh,0.8297588109902455
Pakistan,2.9194371682960503
