Country,RMSE,NRMSE
Vietnam,3414.3161348561175,0.49010123999074584
Singapore,558.7172741126873,0.009056994137516206
Bangladesh,5419.921700791653,0.006871718643836004
India,112009.60949438417,0.004494920850344184
Philippines,25584.37082696288,0.02137125535606501
Thailand,56.076925450568574,0.002086738564751556
