Country,RMSE,NRMSE
Vietnam,772.2065042626399,0.09750158386158637
Singapore,5748.836820295624,0.09318291770292964
Bangladesh,363960.36013077863,0.45931387096679
India,4709746.476457285,0.19027593174907945
Philippines,7453.881506935056,0.006248793867683738
Thailand,12.025401055844291,0.0004474900850610014
