Country,RMSE,NRMSE
Vietnam,850.4064213833271,0.10737538799949937
Singapore,5788.255390213645,0.09382185345140497
Bangladesh,909.7528417137073,0.001148097829116373
India,2411395.0446322607,0.0974214729446866
Philippines,7786.5572774378925,0.006527685115513605
Thailand,0.015841973951137248,5.895126688920942e-07
