Country,RMSE,NRMSE
Vietnam,1521.4411385824164,0.2802551477071086
Singapore,15914.608754248795,0.2583581524560647
Bangladesh,4822.962969295874,0.006264015557475155
India,128014.00733197303,0.005270568121114632
Philippines,15261.620869330418,0.013054012973378017
Thailand,0.11203343014297164,4.16899602362861e-06
