Country,RMSE (Unnormalized),NRMSE
Vietnam,12414.729529050368,1.548270405331612
Singapore,20750.833168245168,0.3360975136749787
Bangladesh,555906.1695878083,0.6857154568324114
India,21074147.35381345,0.8326834468653899
Philippines,999546.825168085,0.8229946095326546
Thailand,18234.750761908752,0.956608453360897
